Date,"Patricia Pepper","Adrián Babič","Germán Chaves","Tijl De Decker","Kelly Catlin","Lieuwe Westra","Vicente López Carril","Chris Anker Sørensen","Ethan Boyes","Arturo Grávalos"
2016-11-12,0,0,0,0,6,3,0,3,0,0
2016-11-13,0,0,0,0,5,5,1,5,0,0
2016-11-14,0,0,0,0,4,4,2,2,0,0
2016-11-15,0,0,0,0,0,5,1,4,0,0
2016-11-16,0,0,0,0,3,4,0,5,0,0
2016-11-17,0,0,0,0,18,5,3,6,0,0
2016-11-18,0,0,0,0,15,5,1,7,0,0
2016-11-19,0,0,0,0,1,1,0,2,0,0
2016-11-20,0,0,0,0,4,3,0,4,0,0
2016-11-21,0,0,0,0,5,1,3,9,0,0
2016-11-22,0,0,0,0,5,3,0,3,0,0
2016-11-23,0,0,0,0,6,21,0,0,0,0
2016-11-24,0,0,0,0,5,23,0,9,0,0
2016-11-25,0,0,0,0,2,13,2,7,0,0
2016-11-26,0,0,0,0,1,13,1,4,0,0
2016-11-27,0,0,0,0,5,1,1,8,0,0
2016-11-28,0,0,0,0,2,1,1,3,0,0
2016-11-29,0,0,0,0,5,5,1,6,0,0
2016-11-30,0,0,0,0,6,9,4,3,0,0
2016-12-01,0,0,0,0,8,4,1,6,0,0
2016-12-02,0,0,0,0,15,5,2,5,0,0
2016-12-03,0,0,0,0,5,7,3,3,0,0
2016-12-04,0,0,0,0,3,4,1,8,0,0
2016-12-05,0,0,0,0,7,8,0,10,0,0
2016-12-06,0,0,0,0,7,4,0,5,0,0
2016-12-07,0,0,0,0,5,4,2,11,0,0
2016-12-08,0,0,0,0,2,3,2,2,0,0
2016-12-09,0,0,0,0,9,6,0,6,0,0
2016-12-10,0,0,0,0,4,0,1,3,0,0
2016-12-11,0,0,0,0,6,2,2,6,0,0
2016-12-12,0,0,0,0,7,5,0,1,0,0
2016-12-13,0,0,0,0,4,8,2,5,0,0
2016-12-14,0,0,0,0,5,0,1,6,0,0
2016-12-15,0,0,0,0,7,5,0,3,0,0
2016-12-16,0,0,0,0,9,14,1,28,0,0
2016-12-17,0,0,0,0,5,3,2,14,0,0
2016-12-18,0,0,0,0,7,9,4,13,0,0
2016-12-19,0,0,0,0,8,3,5,7,0,0
2016-12-20,0,0,0,0,5,5,1,12,0,0
2016-12-21,0,0,0,0,4,10,1,8,0,0
2016-12-22,0,0,0,0,2,4,0,15,0,0
2016-12-23,0,0,0,0,2,5,2,16,0,0
2016-12-24,0,0,0,0,1,4,0,8,0,0
2016-12-25,0,0,0,0,9,4,0,4,0,0
2016-12-26,0,0,0,0,5,4,0,5,0,0
2016-12-27,0,0,0,0,6,2,1,4,0,0
2016-12-28,0,0,0,0,6,7,1,5,0,0
2016-12-29,0,0,0,0,1,3,0,5,0,0
2016-12-30,0,0,0,0,6,0,0,7,0,0
2016-12-31,0,0,0,0,7,7,1,6,0,0
2017-01-01,0,0,0,0,7,13,2,4,0,0
2017-01-02,0,0,0,0,6,8,1,9,0,0
2017-01-03,0,0,0,0,4,6,1,6,0,0
2017-01-04,0,0,0,0,4,7,1,6,0,0
2017-01-05,0,0,0,0,4,10,0,6,0,0
2017-01-06,0,0,0,0,6,10,1,5,0,0
2017-01-07,0,0,0,0,5,1,0,4,0,0
2017-01-08,0,0,0,0,5,25,1,4,0,0
2017-01-09,0,0,0,0,3,261,2,3,0,0
2017-01-10,0,0,0,0,5,123,0,2,0,0
2017-01-11,0,0,0,0,2,42,0,2,0,0
2017-01-12,0,0,0,0,5,46,0,3,0,0
2017-01-13,0,0,0,0,11,31,3,6,0,0
2017-01-14,0,0,0,0,7,19,2,4,0,0
2017-01-15,0,0,0,0,3,14,0,8,0,0
2017-01-16,0,0,0,0,7,12,1,6,0,0
2017-01-17,0,0,0,0,7,10,4,9,0,0
2017-01-18,0,0,0,0,11,19,1,10,0,0
2017-01-19,0,0,0,0,5,16,2,5,0,0
2017-01-20,0,0,0,0,4,18,2,6,0,0
2017-01-21,0,0,0,0,6,5,0,5,0,0
2017-01-22,0,0,0,0,6,9,0,5,0,0
2017-01-23,0,0,0,0,8,7,0,2,0,0
2017-01-24,0,0,0,0,5,5,2,5,0,0
2017-01-25,0,0,0,0,6,3,1,21,0,0
2017-01-26,0,0,0,0,7,39,5,9,0,0
2017-01-27,0,0,0,0,8,10,1,3,0,0
2017-01-28,0,0,0,0,6,5,0,4,0,0
2017-01-29,0,0,0,0,3,4,1,2,0,0
2017-01-30,0,0,0,0,2,8,0,1,0,0
2017-01-31,0,0,0,0,9,3,0,7,0,0
2017-02-01,0,0,0,0,6,12,0,3,0,0
2017-02-02,0,0,0,0,3,8,2,7,0,0
2017-02-03,0,0,0,0,6,5,0,11,0,0
2017-02-04,0,0,0,0,5,4,1,3,0,0
2017-02-05,0,0,0,0,8,4,1,5,0,0
2017-02-06,0,0,0,0,1,3,2,7,0,0
2017-02-07,0,0,0,0,2,10,1,1,0,0
2017-02-08,0,0,0,0,4,5,3,11,0,0
2017-02-09,0,0,0,0,8,1,1,19,0,0
2017-02-10,0,0,0,0,3,0,2,30,0,0
2017-02-11,0,0,0,0,5,3,0,13,0,0
2017-02-12,0,0,0,0,4,2,2,10,0,0
2017-02-13,0,0,0,0,4,6,0,8,0,0
2017-02-14,0,0,0,0,1,0,0,7,0,0
2017-02-15,0,0,0,0,3,3,1,10,0,0
2017-02-16,0,0,0,0,5,5,1,7,0,0
2017-02-17,0,0,0,0,3,9,0,6,0,0
2017-02-18,0,0,0,0,2,5,0,5,0,0
2017-02-19,0,0,0,0,0,8,0,9,0,0
2017-02-20,0,0,0,0,5,8,1,5,0,0
2017-02-21,0,0,0,0,9,9,1,6,0,0
2017-02-22,0,0,0,0,6,3,0,6,0,0
2017-02-23,0,0,0,0,4,5,3,7,0,0
2017-02-24,0,0,0,0,3,1,0,1,0,0
2017-02-25,0,0,0,0,2,5,2,5,0,0
2017-02-26,0,0,0,0,15,7,0,5,0,0
2017-02-27,0,0,0,0,6,6,0,0,0,0
2017-02-28,0,0,0,0,9,5,0,4,0,0
2017-03-01,0,0,0,0,3,4,2,8,0,0
2017-03-02,0,0,0,0,4,3,1,5,0,0
2017-03-03,0,0,0,0,6,4,0,6,0,0
2017-03-04,0,0,0,0,8,5,0,2,0,0
2017-03-05,0,0,0,0,10,4,1,50,0,0
2017-03-06,0,0,0,0,45,7,0,30,0,0
2017-03-07,0,0,0,0,6,5,1,29,0,0
2017-03-08,0,0,0,0,7,9,0,27,0,0
2017-03-09,0,0,0,0,13,6,2,30,0,0
2017-03-10,0,0,0,0,7,4,0,33,0,0
2017-03-11,0,0,0,0,8,5,2,44,0,0
2017-03-12,0,0,0,0,5,8,2,33,0,0
2017-03-13,0,0,0,0,5,12,0,11,0,0
2017-03-14,0,0,0,0,15,8,2,11,0,0
2017-03-15,0,0,0,0,7,3,1,1,0,0
2017-03-16,0,0,0,0,5,8,1,8,0,0
2017-03-17,0,0,0,0,10,4,0,8,0,0
2017-03-18,0,0,0,0,7,6,3,7,0,0
2017-03-19,0,0,0,0,4,8,2,12,0,0
2017-03-20,0,0,0,0,14,11,1,9,0,0
2017-03-21,0,0,0,0,11,6,1,5,0,0
2017-03-22,0,0,0,0,8,8,2,8,0,0
2017-03-23,0,0,0,0,7,10,2,5,0,0
2017-03-24,0,0,0,0,7,8,0,16,0,0
2017-03-25,0,0,0,0,12,5,3,9,0,0
2017-03-26,0,0,0,0,5,12,4,10,0,0
2017-03-27,0,0,0,0,4,40,1,9,0,0
2017-03-28,0,0,0,0,4,50,0,3,0,0
2017-03-29,0,0,0,0,4,32,7,9,0,0
2017-03-30,0,0,0,0,8,23,0,8,0,0
2017-03-31,0,0,0,0,4,3,4,9,0,0
2017-04-01,0,0,0,0,6,8,2,6,0,0
2017-04-02,0,0,0,0,3,8,0,14,0,0
2017-04-03,0,0,0,0,7,11,1,8,0,0
2017-04-04,0,0,0,0,7,6,2,9,0,0
2017-04-05,0,0,0,0,2,6,1,11,0,0
2017-04-06,0,0,0,0,3,8,3,10,0,0
2017-04-07,0,0,0,0,6,5,1,8,0,0
2017-04-08,0,0,0,0,4,10,0,5,0,0
2017-04-09,0,0,0,0,5,6,1,15,0,0
2017-04-10,0,0,0,0,8,7,2,10,0,0
2017-04-11,0,0,0,0,4,1,0,7,0,0
2017-04-12,0,0,0,0,27,2,1,7,0,0
2017-04-13,0,0,0,0,68,4,4,1,0,0
2017-04-14,0,0,0,0,65,5,1,16,0,0
2017-04-15,0,0,0,0,125,3,6,11,0,0
2017-04-16,0,0,0,0,50,9,3,17,0,0
2017-04-17,0,0,0,0,34,12,0,11,0,0
2017-04-18,0,0,0,0,9,7,0,2,0,0
2017-04-19,0,0,0,0,15,12,0,34,0,0
2017-04-20,0,0,0,0,18,2,0,5,0,0
2017-04-21,0,0,0,0,9,2,1,3,0,0
2017-04-22,0,0,0,0,13,34,1,7,0,0
2017-04-23,0,0,0,0,6,16,4,85,0,0
2017-04-24,0,0,0,0,5,6,0,7,0,0
2017-04-25,0,0,0,0,14,4,0,4,0,0
2017-04-26,0,0,0,0,9,2,1,5,0,0
2017-04-27,0,0,0,0,10,4,3,11,0,0
2017-04-28,0,0,0,0,5,4,1,9,0,0
2017-04-29,0,0,0,0,5,8,1,9,0,0
2017-04-30,0,0,0,0,9,10,0,8,0,0
2017-05-01,0,0,0,0,11,5,1,7,0,0
2017-05-02,0,0,0,0,5,7,2,12,0,0
2017-05-03,0,0,0,0,7,6,0,10,0,0
2017-05-04,0,0,0,0,5,5,3,6,0,0
2017-05-05,0,0,0,0,6,9,0,9,0,0
2017-05-06,0,0,0,0,5,7,1,8,0,0
2017-05-07,0,0,0,0,5,2,1,9,0,0
2017-05-08,0,0,0,0,6,8,1,5,0,0
2017-05-09,0,0,0,0,6,4,1,6,0,0
2017-05-10,0,0,0,0,5,8,1,14,0,0
2017-05-11,0,0,0,0,6,3,0,9,0,0
2017-05-12,0,0,0,0,6,2,1,14,0,0
2017-05-13,0,0,0,0,7,2,3,5,0,0
2017-05-14,0,0,0,0,2,4,0,8,0,0
2017-05-15,0,0,0,0,6,9,0,9,0,0
2017-05-16,0,0,0,0,4,9,1,5,0,0
2017-05-17,0,0,0,0,5,7,3,3,0,0
2017-05-18,0,0,0,0,9,9,2,12,0,0
2017-05-19,0,0,0,0,2,9,0,16,0,0
2017-05-20,0,0,0,0,5,9,2,10,0,0
2017-05-21,0,0,0,0,4,3,1,8,0,0
2017-05-22,0,0,0,0,6,9,1,9,0,0
2017-05-23,0,0,0,0,5,5,1,18,0,0
2017-05-24,0,0,0,0,6,8,3,24,0,0
2017-05-25,0,0,0,0,7,6,0,20,0,0
2017-05-26,0,0,0,0,6,3,3,17,0,0
2017-05-27,0,0,0,0,6,7,2,9,0,0
2017-05-28,0,0,0,0,2,28,0,18,0,0
2017-05-29,0,0,0,0,11,10,3,13,0,0
2017-05-30,0,0,0,0,6,9,3,9,0,0
2017-05-31,0,0,0,0,7,12,1,13,0,0
2017-06-01,0,0,0,0,6,5,2,8,0,0
2017-06-02,0,0,0,0,4,1,1,5,0,0
2017-06-03,0,0,0,0,5,6,0,5,0,0
2017-06-04,0,0,0,0,6,9,3,24,0,0
2017-06-05,0,0,0,0,9,9,0,15,0,0
2017-06-06,0,0,0,0,3,10,1,15,0,0
2017-06-07,0,0,0,0,1,9,1,20,0,0
2017-06-08,0,0,0,0,7,3,0,12,0,0
2017-06-09,0,0,0,0,2,1,0,17,0,0
2017-06-10,0,0,0,0,15,8,2,27,0,0
2017-06-11,0,0,0,0,4,9,1,46,0,0
2017-06-12,0,0,0,0,12,9,2,20,0,0
2017-06-13,0,0,0,0,6,6,1,20,0,0
2017-06-14,0,0,0,0,8,10,2,15,0,0
2017-06-15,0,0,0,0,5,4,1,19,0,0
2017-06-16,0,0,0,0,5,7,2,11,0,0
2017-06-17,0,0,0,0,5,5,1,8,0,0
2017-06-18,0,0,0,0,4,1,1,8,0,0
2017-06-19,0,0,0,0,4,12,4,6,0,0
2017-06-20,0,0,0,0,8,7,0,16,0,0
2017-06-21,0,0,0,0,7,4,0,12,0,0
2017-06-22,0,0,0,0,2,4,3,10,0,0
2017-06-23,0,0,0,0,4,2,0,10,0,0
2017-06-24,0,0,0,0,5,7,1,5,0,0
2017-06-25,0,0,0,0,6,12,1,26,0,0
2017-06-26,0,0,0,0,7,7,2,25,0,0
2017-06-27,0,0,0,0,2,6,1,18,0,0
2017-06-28,0,0,0,0,6,11,1,14,0,0
2017-06-29,0,0,0,0,4,10,5,21,0,0
2017-06-30,0,0,0,0,3,4,3,24,0,0
2017-07-01,0,0,0,0,3,10,1,70,0,0
2017-07-02,0,0,0,0,7,8,1,178,0,0
2017-07-03,0,0,0,0,2,12,5,266,0,0
2017-07-04,0,0,0,0,3,10,1,250,0,0
2017-07-05,0,0,0,0,4,13,3,267,0,0
2017-07-06,0,0,0,0,8,15,2,112,0,0
2017-07-07,0,0,0,0,1,30,4,147,0,0
2017-07-08,0,0,0,0,5,157,0,139,0,0
2017-07-09,0,0,0,0,5,92,2,182,0,0
2017-07-10,0,0,0,0,6,23,4,64,0,0
2017-07-11,0,0,0,0,3,8,4,149,0,0
2017-07-12,0,0,0,0,4,25,2,114,0,0
2017-07-13,0,0,0,0,6,7,6,285,0,0
2017-07-14,0,0,0,0,6,11,4,155,0,0
2017-07-15,0,0,0,0,3,16,2,150,0,0
2017-07-16,0,0,0,0,7,12,4,179,0,0
2017-07-17,0,0,0,0,14,13,1,44,0,0
2017-07-18,0,0,0,0,3,11,26,179,0,0
2017-07-19,0,0,0,0,3,17,13,193,0,0
2017-07-20,0,0,0,0,6,27,6,138,0,0
2017-07-21,0,0,0,0,11,12,7,215,0,0
2017-07-22,0,0,0,0,3,16,5,931,0,0
2017-07-23,0,0,0,0,4,45,7,285,0,0
2017-07-24,0,0,0,0,10,14,6,69,0,0
2017-07-25,0,0,0,0,11,14,3,43,0,0
2017-07-26,0,0,0,0,7,7,2,27,0,0
2017-07-27,0,0,0,0,6,2,3,21,0,0
2017-07-28,0,0,0,0,5,6,2,17,0,0
2017-07-29,0,0,0,0,4,4,5,23,0,0
2017-07-30,0,0,0,0,8,9,1,14,0,0
2017-07-31,0,0,0,0,7,6,2,20,0,0
2017-08-01,0,0,0,0,4,8,1,15,0,0
2017-08-02,0,0,0,0,2,6,1,15,0,0
2017-08-03,0,0,0,0,3,2,2,10,0,0
2017-08-04,0,0,0,0,4,6,2,19,0,0
2017-08-05,0,0,0,0,5,6,1,9,0,0
2017-08-06,0,0,0,0,3,5,1,7,0,0
2017-08-07,0,0,0,0,7,7,0,12,0,0
2017-08-08,0,0,0,0,4,14,2,11,0,0
2017-08-09,0,0,0,0,16,5,1,8,0,0
2017-08-10,0,0,0,0,2,4,4,9,0,0
2017-08-11,0,0,0,0,7,7,6,7,0,0
2017-08-12,0,0,0,0,9,2,0,7,0,0
2017-08-13,0,0,0,0,6,5,1,7,0,0
2017-08-14,0,0,0,0,4,3,2,7,0,0
2017-08-15,0,0,0,0,14,3,3,3,0,0
2017-08-16,0,0,0,0,7,7,3,10,0,0
2017-08-17,0,0,0,0,6,6,1,23,0,0
2017-08-18,0,0,0,0,4,2,2,6,0,0
2017-08-19,0,0,0,0,3,3,0,13,0,0
2017-08-20,0,0,0,0,5,8,1,9,0,0
2017-08-21,0,0,0,0,5,5,6,7,0,0
2017-08-22,0,0,0,0,2,2,1,5,0,0
2017-08-23,0,0,0,0,5,22,3,8,0,0
2017-08-24,0,0,0,0,7,4,0,8,0,0
2017-08-25,0,0,0,0,2,3,2,12,0,0
2017-08-26,0,0,0,0,3,3,0,7,0,0
2017-08-27,0,0,0,0,5,4,1,5,0,0
2017-08-28,0,0,0,0,10,4,2,2,0,0
2017-08-29,0,0,0,0,5,6,0,8,0,0
2017-08-30,0,0,0,0,2,1,1,6,0,0
2017-08-31,0,0,0,0,9,6,1,7,0,0
2017-09-01,0,0,0,0,4,5,0,9,0,0
2017-09-02,0,0,0,0,21,9,3,8,0,0
2017-09-03,0,0,0,0,6,5,3,8,0,0
2017-09-04,0,0,0,0,7,12,1,20,0,0
2017-09-05,0,0,0,0,4,11,2,46,0,0
2017-09-06,0,0,0,0,4,8,6,11,0,0
2017-09-07,0,0,0,0,4,8,1,17,0,0
2017-09-08,0,0,0,0,7,8,21,3,0,0
2017-09-09,0,0,0,0,8,10,1,12,0,0
2017-09-10,0,0,0,0,3,9,2,11,0,0
2017-09-11,0,0,0,0,8,3,5,8,0,0
2017-09-12,0,0,0,0,4,8,2,19,0,0
2017-09-13,0,0,0,0,4,6,0,11,0,0
2017-09-14,0,0,0,0,4,4,0,28,0,0
2017-09-15,0,0,0,0,3,4,2,20,0,0
2017-09-16,0,0,0,0,5,1,4,4,0,0
2017-09-17,0,0,0,0,4,6,1,6,0,0
2017-09-18,0,0,0,0,4,1,0,8,0,0
2017-09-19,0,0,0,0,9,3,0,3,0,0
2017-09-20,0,0,0,0,5,4,1,7,0,0
2017-09-21,0,0,0,0,6,6,2,11,0,0
2017-09-22,0,0,0,0,5,6,5,7,0,0
2017-09-23,0,0,0,0,8,4,0,9,0,0
2017-09-24,0,0,0,0,5,4,2,8,0,0
2017-09-25,0,0,0,0,4,3,0,7,0,0
2017-09-26,0,0,0,0,4,3,0,7,0,0
2017-09-27,0,0,0,0,5,1,0,5,0,0
2017-09-28,0,0,0,0,3,5,1,4,0,0
2017-09-29,0,0,0,0,4,3,1,2,0,0
2017-09-30,0,0,0,0,1,4,3,5,0,0
2017-10-01,0,0,0,0,7,5,1,4,0,0
2017-10-02,0,0,0,0,5,6,1,9,0,0
2017-10-03,0,0,0,0,3,6,2,3,0,0
2017-10-04,0,0,0,0,4,1,1,5,0,0
2017-10-05,0,0,0,0,3,7,2,4,0,0
2017-10-06,0,0,0,0,5,3,3,6,0,0
2017-10-07,0,0,0,0,1,2,0,6,0,0
2017-10-08,0,0,0,0,2,3,0,5,0,0
2017-10-09,0,0,0,0,5,6,0,8,0,0
2017-10-10,0,0,0,0,2,8,0,5,0,0
2017-10-11,0,0,0,0,6,9,0,5,0,0
2017-10-12,0,0,0,0,2,4,0,5,0,0
2017-10-13,0,0,0,0,0,1,1,7,0,0
2017-10-14,0,0,0,0,1,6,1,7,0,0
2017-10-15,0,0,0,0,3,0,0,2,0,0
2017-10-16,0,0,0,0,3,2,0,6,0,0
2017-10-17,0,0,0,0,2,3,2,6,0,0
2017-10-18,0,0,0,0,1,2,0,5,0,0
2017-10-19,0,0,0,0,7,11,0,4,0,0
2017-10-20,0,0,0,0,2,1,1,7,0,0
2017-10-21,0,0,0,0,5,3,0,0,0,0
2017-10-22,0,0,0,0,5,3,4,6,0,0
2017-10-23,0,0,0,0,10,2,3,4,0,0
2017-10-24,0,0,0,0,6,2,2,2,0,0
2017-10-25,0,0,0,0,9,2,1,5,0,0
2017-10-26,0,0,0,0,5,5,3,3,0,0
2017-10-27,0,0,0,0,10,1,1,6,0,0
2017-10-28,0,0,0,0,1,6,0,8,0,0
2017-10-29,0,0,0,0,3,2,1,5,0,0
2017-10-30,0,0,0,0,4,6,2,5,0,0
2017-10-31,0,0,0,0,1,5,0,6,0,0
2017-11-01,0,0,0,0,6,5,0,7,0,0
2017-11-02,0,0,0,0,7,3,0,7,0,0
2017-11-03,0,0,0,0,5,45,4,5,0,0
2017-11-04,0,0,0,0,10,2,2,5,0,0
2017-11-05,0,0,0,0,1,0,0,3,0,0
2017-11-06,0,0,0,0,1,2,2,5,0,0
2017-11-07,0,0,0,0,3,4,1,3,0,0
2017-11-08,0,0,0,0,10,3,0,3,0,0
2017-11-09,0,0,0,0,6,5,1,6,0,0
2017-11-10,0,0,0,0,7,7,1,2,0,0
2017-11-11,0,0,0,0,6,1,2,6,0,0
2017-11-12,0,0,0,0,10,1,0,2,0,0
2017-11-13,0,0,0,0,4,1,1,2,0,0
2017-11-14,0,0,0,0,5,0,2,2,0,0
2017-11-15,0,0,0,0,3,4,0,2,0,0
2017-11-16,0,0,0,0,2,3,1,4,0,0
2017-11-17,0,0,0,0,10,4,1,8,0,0
2017-11-18,0,0,0,0,9,4,0,2,0,0
2017-11-19,0,0,0,0,2,7,1,5,0,0
2017-11-20,0,0,0,0,1,7,3,2,0,0
2017-11-21,0,0,0,0,5,5,1,7,0,0
2017-11-22,0,0,0,0,1,2,0,2,0,0
2017-11-23,0,0,0,0,2,3,0,5,0,0
2017-11-24,0,0,0,0,2,6,0,2,0,0
2017-11-25,0,0,0,0,2,0,1,4,0,0
2017-11-26,0,0,0,0,5,45,0,8,0,0
2017-11-27,0,0,0,0,7,4,3,10,0,0
2017-11-28,0,0,0,0,4,2,0,7,0,0
2017-11-29,0,0,0,0,4,3,0,6,0,0
2017-11-30,0,0,0,0,6,6,1,4,0,0
2017-12-01,0,0,0,0,2,1,1,1,0,0
2017-12-02,0,0,0,0,5,3,3,4,0,0
2017-12-03,0,0,0,0,3,2,0,3,0,0
2017-12-04,0,0,0,0,6,2,0,5,0,0
2017-12-05,0,0,0,0,3,4,0,5,0,0
2017-12-06,0,0,0,0,1,0,0,4,0,0
2017-12-07,0,0,0,0,7,2,1,8,0,0
2017-12-08,0,0,0,0,1,1,2,3,0,0
2017-12-09,0,0,0,0,3,4,3,1,0,0
2017-12-10,0,0,0,0,2,2,1,4,0,0
2017-12-11,0,0,0,0,1,13,1,7,0,0
2017-12-12,0,0,0,0,3,3,2,3,0,0
2017-12-13,0,0,0,0,3,2,1,3,0,0
2017-12-14,0,0,0,0,7,2,1,5,0,0
2017-12-15,0,0,0,0,4,3,1,6,0,0
2017-12-16,0,0,0,0,2,2,2,3,0,0
2017-12-17,0,0,0,0,9,2,0,5,0,0
2017-12-18,0,0,0,0,5,1,2,13,0,0
2017-12-19,0,0,0,0,4,5,0,6,0,0
2017-12-20,0,0,0,0,2,2,3,0,0,0
2017-12-21,0,0,0,0,7,3,0,7,0,0
2017-12-22,0,0,0,0,1,6,1,5,0,0
2017-12-23,0,0,0,0,4,4,0,10,0,0
2017-12-24,0,0,0,0,13,3,0,8,0,0
2017-12-25,0,0,0,0,2,0,0,2,0,0
2017-12-26,0,0,0,0,6,3,0,2,0,0
2017-12-27,0,0,0,0,8,3,0,6,0,0
2017-12-28,0,0,0,0,4,2,4,7,0,0
2017-12-29,0,0,0,0,5,3,2,7,0,0
2017-12-30,0,0,0,0,4,0,6,12,0,0
2017-12-31,0,0,0,0,4,8,0,2,0,0
2018-01-01,0,0,0,0,5,5,2,5,0,0
2018-01-02,0,0,0,0,5,3,1,2,0,0
2018-01-03,0,0,0,0,7,5,0,5,0,0
2018-01-04,0,0,0,0,9,4,1,11,0,0
2018-01-05,0,0,0,0,6,3,5,4,0,0
2018-01-06,0,0,0,0,1,5,4,7,0,0
2018-01-07,0,0,0,0,11,2,3,7,0,0
2018-01-08,0,0,0,0,2,1,4,6,0,0
2018-01-09,0,0,0,0,3,2,3,5,0,0
2018-01-10,0,0,0,0,6,2,3,2,0,0
2018-01-11,0,0,0,0,4,7,5,8,0,0
2018-01-12,0,0,0,0,9,5,1,10,0,0
2018-01-13,0,0,0,0,4,4,4,9,0,0
2018-01-14,0,0,0,0,6,5,6,3,0,0
2018-01-15,0,0,0,0,9,3,2,6,0,0
2018-01-16,0,0,0,0,4,0,4,7,0,0
2018-01-17,0,0,0,0,4,5,0,8,0,0
2018-01-18,0,0,0,0,7,2,0,5,0,0
2018-01-19,0,0,0,0,6,3,0,3,0,0
2018-01-20,0,0,0,0,5,5,0,3,0,0
2018-01-21,0,0,0,0,9,8,0,8,0,0
2018-01-22,0,0,0,0,2,1,0,8,0,0
2018-01-23,0,0,0,0,7,7,0,2,0,0
2018-01-24,0,0,0,0,5,2,0,6,0,0
2018-01-25,0,0,0,0,6,6,1,4,0,0
2018-01-26,0,0,0,0,9,4,1,3,0,0
2018-01-27,0,0,0,0,5,3,2,2,0,0
2018-01-28,0,0,0,0,4,4,3,1,0,0
2018-01-29,0,0,0,0,6,7,2,7,0,0
2018-01-30,0,0,0,0,6,3,1,4,0,0
2018-01-31,0,0,0,0,5,7,0,6,0,0
2018-02-01,0,0,0,0,3,6,2,3,0,0
2018-02-02,0,0,0,0,5,4,1,3,0,0
2018-02-03,0,0,0,0,7,2,1,3,0,0
2018-02-04,0,0,0,0,3,5,3,8,0,0
2018-02-05,0,0,0,0,1,3,0,3,0,0
2018-02-06,0,0,0,0,8,3,0,10,0,0
2018-02-07,0,0,0,0,6,42,1,6,0,0
2018-02-08,0,0,0,0,9,4,1,10,0,0
2018-02-09,0,0,0,0,3,10,0,4,0,0
2018-02-10,0,0,0,0,5,6,1,4,0,0
2018-02-11,0,0,0,0,9,5,1,6,0,0
2018-02-12,0,0,0,0,8,4,1,4,0,0
2018-02-13,0,0,0,0,4,6,0,7,0,0
2018-02-14,0,0,0,0,4,2,0,5,0,0
2018-02-15,0,0,0,0,11,5,1,1,0,0
2018-02-16,0,0,0,0,12,4,0,3,0,0
2018-02-17,0,0,0,0,9,6,1,7,0,0
2018-02-18,0,0,0,0,6,4,0,1,0,0
2018-02-19,0,0,0,0,6,2,0,7,0,0
2018-02-20,0,0,0,0,3,7,0,24,0,0
2018-02-21,0,0,0,0,7,9,0,21,0,0
2018-02-22,0,0,0,0,5,6,1,8,0,0
2018-02-23,0,0,0,0,11,3,1,2,0,0
2018-02-24,0,0,0,0,8,6,2,5,0,0
2018-02-25,0,0,0,0,10,4,3,8,0,0
2018-02-26,0,0,0,0,10,4,0,7,0,0
2018-02-27,0,0,0,0,3,10,2,6,0,0
2018-02-28,0,0,0,0,27,6,1,5,0,0
2018-03-01,0,0,0,0,35,2,1,2,0,0
2018-03-02,0,0,0,0,62,3,0,6,0,0
2018-03-03,0,0,0,0,103,1,1,7,0,0
2018-03-04,0,0,0,0,73,4,2,22,0,0
2018-03-05,0,0,0,0,30,10,1,17,0,0
2018-03-06,0,0,0,0,18,7,1,24,0,0
2018-03-07,0,0,0,0,15,5,3,11,0,0
2018-03-08,0,0,0,0,18,7,2,16,0,0
2018-03-09,0,0,0,0,18,5,1,26,0,0
2018-03-10,0,0,0,0,9,5,0,14,0,0
2018-03-11,0,0,0,0,3,11,0,11,0,0
2018-03-12,0,0,0,0,8,8,0,8,0,0
2018-03-13,0,0,0,0,8,4,1,8,0,0
2018-03-14,0,0,0,0,8,5,0,11,0,0
2018-03-15,0,0,0,0,1,2,1,3,0,0
2018-03-16,0,0,0,0,5,3,2,2,0,0
2018-03-17,0,0,0,0,5,4,0,5,0,0
2018-03-18,0,0,0,0,5,3,1,4,0,0
2018-03-19,0,0,0,0,4,11,3,12,0,0
2018-03-20,0,0,0,0,7,12,2,14,0,0
2018-03-21,0,0,0,0,6,22,2,8,0,0
2018-03-22,0,0,0,0,8,7,2,9,0,0
2018-03-23,0,0,0,0,6,4,0,8,0,0
2018-03-24,0,0,0,0,2,12,0,10,0,0
2018-03-25,0,0,0,0,5,7,0,8,0,0
2018-03-26,0,0,0,0,3,7,3,3,0,0
2018-03-27,0,0,0,0,4,3,0,5,0,0
2018-03-28,0,0,0,0,2,12,1,9,0,0
2018-03-29,0,0,0,0,4,1,2,4,0,0
2018-03-30,0,0,0,0,15,8,1,8,0,0
2018-03-31,0,0,0,0,2,2,1,9,0,0
2018-04-01,0,0,0,0,2,17,1,10,0,0
2018-04-02,0,0,0,0,4,7,2,12,0,0
2018-04-03,0,0,0,0,6,8,1,7,0,0
2018-04-04,0,0,0,0,4,4,1,23,0,0
2018-04-05,0,0,0,0,7,4,0,16,0,0
2018-04-06,0,0,0,0,5,5,1,9,0,0
2018-04-07,0,0,0,0,5,3,1,9,0,0
2018-04-08,0,0,0,0,11,9,4,9,0,0
2018-04-09,0,0,0,0,6,4,1,4,0,0
