"DateTime","Joaquim Agostinho[en]","Connie Meijer[en]","Fabio Casartelli[en]","Manuel Sanroma[en]","Saúl Morales[en]","Nicole Reinhart[en]","Andrey Kivilev[en]","Alessio Galletti[en]","Isaac Gálvez[en]","Bruno Neves[en]","Wouter Weylandt[en]","Junior Heffernan[en]","Annefleur Kalvenhaar[en]","Antoine Demoitié[en]","Daan Myngheer[en]","Gijs Verdick[en]","Bahman Golbarnezhad[en]","Mike Hall (cyclist)[en]","Michael Goolaerts[en]","Robbert de Greef[en]","Bjorg Lambrecht[en]","Suleiman Kangangi[en]","Gino Mäder[en]","Antonio Martín[en]","Néstor Mora[en]","Hernán Patiño[en]","Ricardo Otxoa[en]","Lauri Aus[en]","Amy Gillett[en]","Frederiek Nolf[en]","Zinaida Stahurskaya[en]","Jure Robič[en]","Carla Swart[en]","Carly Hibberd[en]","Víctor Cabedo[en]","Iñaki Lejarreta[en]","Burry Stander[en]","Amy Dombroski[en]","Kristof Goddaert[en]","Kelly McGarry[en]","Michele Scarponi[en]","Jason Lowndes[en]","Desiet Kidane[en]"
"2011-02-06 00:00:00",0,0,73,0,0,0,0,0,21,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,11,0,0,0,0,0,0
"2011-02-07 00:00:00",32,0,45,23,22,57,0,2,18,33,15,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,5,40,7,0,53,7,0,0,0,10,0,3,0,0,0,0
"2011-02-08 00:00:00",0,0,56,0,0,0,0,0,28,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,9,0,0,0,0,0,0
"2011-02-09 00:00:00",25,0,58,11,12,26,1,0,15,10,10,0,0,0,0,0,0,0,0,0,0,0,0,7,4,2,0,6,24,4,0,46,133,0,0,0,12,0,2,0,0,0,0
"2011-02-10 00:00:00",0,0,110,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,1,0,0,0,13,0,0,0,0,0,0
"2011-02-11 00:00:00",32,0,70,8,7,20,0,3,20,31,17,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,0,3,16,3,1,80,58,0,0,0,14,0,5,0,0,0,0
"2011-02-12 00:00:00",0,0,58,0,0,0,0,0,17,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,7,0,0,0,0,0,0
"2011-02-13 00:00:00",12,0,78,8,5,25,0,0,12,9,12,0,0,0,0,0,0,0,0,0,0,0,0,6,13,4,0,9,11,8,0,108,119,0,0,0,10,0,8,0,0,0,0
"2011-02-14 00:00:00",0,0,89,0,0,0,0,0,15,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,13,0,0,0,0,0,0
"2011-02-15 00:00:00",21,1,78,4,6,23,0,0,15,7,16,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,0,8,16,4,0,47,96,0,0,0,19,0,3,0,0,0,0
"2011-02-16 00:00:00",0,0,167,0,0,0,0,0,19,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,12,0,0,0,0,0,0
"2011-02-17 00:00:00",19,0,120,6,9,48,0,1,18,9,7,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,12,21,3,0,48,115,0,0,0,9,0,5,0,0,0,0
"2011-02-18 00:00:00",0,0,91,0,0,0,0,0,20,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,15,0,0,0,0,0,0
"2011-02-19 00:00:00",23,0,61,6,7,16,0,0,18,9,13,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,9,25,5,1,41,60,0,0,0,8,0,7,0,0,0,0
"2011-02-20 00:00:00",0,0,73,0,0,0,0,0,23,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,15,0,0,0,0,0,0
"2011-02-21 00:00:00",12,0,91,4,4,20,0,0,27,8,18,0,0,0,0,0,0,0,0,0,0,0,0,11,6,1,0,8,16,1,1,49,68,0,0,0,7,0,4,0,0,0,0
"2011-02-22 00:00:00",0,0,76,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,5,0,0,0,0,0,0
"2011-02-23 00:00:00",12,0,63,7,4,27,0,0,16,11,13,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,4,11,6,1,44,41,0,0,1,4,0,7,0,0,0,0
"2011-02-24 00:00:00",0,0,68,0,0,0,0,0,14,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,11,0,0,0,0,0,0
"2011-02-25 00:00:00",14,0,68,5,8,20,0,0,13,12,11,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,8,22,2,0,32,33,0,0,1,7,0,10,0,0,0,0
"2011-02-26 00:00:00",0,0,85,0,0,0,0,0,16,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,8,0,0,0,0,0,0
"2011-02-27 00:00:00",15,0,74,6,6,20,2,1,16,16,13,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,18,13,4,0,49,28,0,0,0,9,0,4,0,0,0,0
"2011-02-28 00:00:00",0,0,54,0,0,0,0,0,15,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,8,0,0,0,0,0,0
"2011-03-01 00:00:00",22,0,78,10,14,25,1,1,14,17,12,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0,12,22,4,0,63,32,0,0,0,14,0,5,0,0,0,0
"2011-03-02 00:00:00",0,0,50,0,0,0,0,0,27,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,5,0,0,0,0,0,0
"2011-03-03 00:00:00",28,0,80,12,10,26,1,2,25,13,16,0,0,0,0,0,0,0,0,0,0,0,0,5,6,2,0,13,19,5,0,54,43,0,0,0,18,0,7,0,0,0,0
"2011-03-04 00:00:00",0,0,85,0,0,0,0,0,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,3,0,0,0,0,0,0
"2011-03-05 00:00:00",14,0,51,1,2,24,1,1,15,11,8,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,0,11,16,1,0,35,55,0,0,0,12,0,1,0,0,0,0
"2011-03-06 00:00:00",0,0,54,0,0,0,0,0,19,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,5,0,0,0,0,0,0
"2011-03-07 00:00:00",18,0,72,9,8,28,0,0,11,12,20,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,15,16,3,0,58,34,0,0,0,8,0,5,0,0,0,0
"2011-03-08 00:00:00",0,0,82,0,0,0,0,0,21,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,10,0,0,0,0,0,0
"2011-03-09 00:00:00",27,0,59,4,9,24,0,0,27,7,12,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,9,10,4,0,29,19,0,0,1,5,0,3,0,0,0,0
"2011-03-10 00:00:00",0,0,64,0,0,0,0,0,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,10,0,0,0,0,0,0
"2011-03-11 00:00:00",18,0,49,3,4,14,0,1,15,11,8,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,10,10,0,0,44,29,0,0,0,6,0,4,0,0,0,0
"2011-03-12 00:00:00",0,0,58,0,0,0,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,7,0,0,0,0,0,0
"2011-03-13 00:00:00",18,0,66,3,4,17,0,0,18,6,9,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,9,12,4,0,40,17,0,0,0,12,0,0,0,0,0,0
"2011-03-14 00:00:00",0,0,85,0,0,0,0,0,25,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,10,0,0,0,0,0,0
"2011-03-15 00:00:00",29,0,87,12,12,18,0,0,18,15,12,0,0,0,0,0,0,0,0,0,0,0,0,7,10,4,0,6,15,4,1,39,19,0,0,0,10,0,6,0,0,0,0
"2011-03-16 00:00:00",0,0,79,0,0,0,0,0,20,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,11,0,0,0,0,0,0
"2011-03-17 00:00:00",26,0,63,7,4,15,0,0,14,12,6,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,6,35,8,1,40,19,0,0,0,8,0,3,0,0,0,0
"2011-03-18 00:00:00",0,0,64,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,7,0,0,0,0,0,0
"2011-03-19 00:00:00",12,2,52,4,7,31,0,0,18,13,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,4,21,4,0,42,12,0,0,0,5,0,4,0,0,0,0
"2011-03-20 00:00:00",0,0,75,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,8,0,0,0,0,0,0
"2011-03-21 00:00:00",19,0,82,6,5,17,0,1,15,13,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,11,17,4,0,53,20,0,0,0,7,0,4,0,0,0,0
"2011-03-22 00:00:00",0,0,72,0,0,0,0,0,22,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,13,0,0,0,0,0,0
"2011-03-23 00:00:00",22,0,71,5,2,18,1,0,31,4,7,0,0,0,0,0,0,0,0,0,0,0,0,12,5,1,0,8,33,2,0,48,107,0,0,0,5,0,4,0,0,0,0
"2011-03-24 00:00:00",0,0,67,0,0,0,0,0,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,6,0,0,0,0,0,0
"2011-03-25 00:00:00",15,1,67,8,8,23,0,0,27,14,11,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2,0,8,13,3,0,29,105,0,0,0,10,0,3,0,0,0,0
"2011-03-26 00:00:00",0,0,55,0,0,0,0,0,14,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,8,0,0,0,0,0,0
"2011-03-27 00:00:00",30,0,54,10,9,21,1,1,21,14,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,9,18,3,0,57,91,0,0,0,8,0,3,0,0,0,0
"2011-03-28 00:00:00",0,0,63,0,0,0,0,0,25,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,14,0,0,0,0,0,0
"2011-03-29 00:00:00",23,0,81,8,12,21,1,4,18,11,4,0,0,0,0,0,0,0,0,0,0,0,0,5,7,1,0,6,19,3,0,51,68,0,0,0,23,0,3,0,0,0,0
"2011-03-30 00:00:00",0,0,63,0,0,0,0,0,25,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,31,0,0,0,0,0,0
"2011-03-31 00:00:00",21,0,79,6,4,19,1,1,14,16,7,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,5,15,1,0,120,82,0,0,0,23,0,3,0,0,0,0
"2011-04-01 00:00:00",0,0,77,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,22,0,0,0,0,0,0
"2011-04-02 00:00:00",31,0,61,8,9,30,2,0,17,19,19,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,7,7,3,0,42,72,0,0,0,12,0,2,0,0,0,0
"2011-04-03 00:00:00",0,0,77,0,0,0,0,0,20,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,28,0,0,0,0,0,0
"2011-04-04 00:00:00",14,1,67,5,7,30,4,0,24,10,8,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,7,15,2,0,40,74,0,0,0,30,0,4,0,0,0,0
"2011-04-05 00:00:00",0,0,83,0,0,0,0,0,28,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,6,0,0,0,0,0,0
"2011-04-06 00:00:00",22,0,96,6,6,13,0,0,22,11,63,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,0,10,6,4,0,38,68,0,0,0,17,0,4,0,0,0,0
"2011-04-07 00:00:00",0,0,89,0,0,0,0,0,13,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,14,0,0,0,0,0,0
"2011-04-08 00:00:00",27,0,80,6,5,18,0,0,11,13,24,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,7,12,11,0,52,51,0,0,0,3,0,8,0,0,0,0
"2011-04-09 00:00:00",0,0,52,0,0,0,0,0,14,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,15,0,0,0,0,0,0
"2011-04-10 00:00:00",12,0,98,3,6,24,0,0,27,12,20,0,0,0,0,0,0,0,0,0,0,0,0,7,9,1,0,9,15,2,0,53,49,0,0,1,9,0,6,0,0,0,0
"2011-04-11 00:00:00",0,0,83,0,0,0,0,0,21,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,8,0,0,0,0,0,0
"2011-04-12 00:00:00",16,1,80,7,8,14,1,0,18,15,6,0,0,0,0,0,0,0,0,0,0,0,0,8,10,2,0,10,7,2,0,45,49,0,0,0,10,0,1,0,0,0,0
"2011-04-13 00:00:00",0,0,95,0,0,0,0,0,20,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,15,0,0,0,0,0,0
"2011-04-14 00:00:00",23,0,72,5,5,21,0,0,18,7,9,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,8,11,4,0,58,65,0,0,0,10,0,6,0,0,0,0
"2011-04-15 00:00:00",0,0,90,0,0,0,0,0,22,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,12,0,0,0,0,0,0
"2011-04-16 00:00:00",10,0,83,6,10,21,1,0,12,7,7,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,10,8,2,0,39,58,0,0,0,5,0,4,0,0,0,0
"2011-04-17 00:00:00",0,0,63,0,0,0,0,0,15,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,10,0,0,0,0,0,0
"2011-04-18 00:00:00",19,0,74,6,6,24,0,0,11,9,10,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,0,5,18,1,0,47,61,0,0,0,26,0,9,0,0,0,0
"2011-04-19 00:00:00",0,0,94,0,0,0,0,0,15,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,6,0,0,0,0,0,0
"2011-04-20 00:00:00",18,0,62,6,3,24,0,0,15,9,8,0,0,0,0,0,0,0,0,0,0,0,0,4,13,1,0,6,7,2,0,57,46,0,0,0,9,0,4,0,0,0,0
"2011-04-21 00:00:00",0,0,79,0,0,0,0,0,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,11,0,0,0,0,0,0
"2011-04-22 00:00:00",16,0,73,4,5,18,0,0,11,9,9,0,0,0,0,0,0,0,0,0,0,0,0,8,12,3,0,6,11,0,1,38,45,0,0,0,12,0,2,0,0,0,0
"2011-04-23 00:00:00",0,0,59,0,0,0,0,0,18,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,16,0,0,0,0,0,0
"2011-04-24 00:00:00",22,0,71,11,8,11,0,0,17,11,8,0,0,0,0,0,0,0,0,0,0,0,0,9,18,4,0,12,13,3,0,33,45,0,0,0,17,0,2,0,0,0,0
"2011-04-25 00:00:00",0,0,102,0,0,0,0,0,27,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,16,0,0,0,0,0,0
"2011-04-26 00:00:00",16,0,98,9,10,14,1,0,23,6,9,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,0,7,5,7,0,51,48,0,0,0,16,0,10,0,0,0,0
"2011-04-27 00:00:00",0,0,94,0,0,0,0,0,16,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,15,0,0,0,0,0,0
"2011-04-28 00:00:00",13,0,73,5,4,18,0,0,17,2,7,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,0,10,7,3,0,41,50,0,0,0,17,0,6,0,0,0,0
"2011-04-29 00:00:00",0,0,60,0,0,0,0,0,14,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,16,0,0,0,0,0,0
"2011-04-30 00:00:00",21,0,63,6,4,19,0,0,12,8,7,0,0,0,0,0,0,0,0,0,0,0,0,5,10,3,0,4,11,2,0,32,83,0,0,0,4,0,1,0,0,0,0
"2011-05-01 00:00:00",0,0,76,0,0,0,0,0,13,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,5,0,0,0,0,0,0
"2011-05-02 00:00:00",19,0,79,4,10,19,0,4,34,22,30,0,0,0,0,0,0,0,0,0,0,0,0,13,3,3,0,3,9,2,0,39,48,0,0,0,11,0,5,0,0,0,0
"2011-05-03 00:00:00",0,0,81,0,0,0,0,0,12,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,7,0,0,0,0,0,0
"2011-05-04 00:00:00",19,0,76,4,9,23,0,2,23,18,27,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,7,9,0,0,41,34,0,0,0,12,0,3,0,0,0,0
"2011-05-05 00:00:00",0,0,79,0,0,0,0,0,19,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,17,0,0,0,0,0,0
"2011-05-06 00:00:00",20,0,85,5,7,11,2,0,15,5,30,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,6,7,3,0,52,38,0,0,0,10,0,5,0,0,0,0
"2011-05-07 00:00:00",0,0,44,0,0,0,0,0,8,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,12,0,0,0,0,0,0
"2011-05-08 00:00:00",16,0,72,4,4,10,0,2,19,15,52,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,0,4,10,1,0,36,23,0,0,0,15,0,5,0,0,0,0
"2011-05-09 00:00:00",0,0,7467,0,0,0,0,0,1046,0,85338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,13,0,0,0,0,0,0
"2011-05-10 00:00:00",11,0,5762,4,4,22,3,1,1158,6,77514,0,0,0,0,0,0,0,0,0,0,0,0,2,8,5,0,7,7,2,0,66,36,0,0,0,11,0,2,0,0,0,0
"2011-05-11 00:00:00",0,0,2113,0,0,0,0,0,562,0,90645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,9,0,0,0,0,0,0
"2011-05-12 00:00:00",14,0,848,8,4,16,1,1,248,7,40284,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,5,13,0,1,76,26,0,0,0,8,0,3,0,0,0,0
"2011-05-13 00:00:00",0,0,438,0,0,0,0,0,163,0,13028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,7,0,0,0,0,0,0
"2011-05-14 00:00:00",17,1,431,4,11,22,1,2,110,18,9155,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,0,1,9,7,1,69,42,0,0,0,9,0,2,0,0,0,0
"2011-05-15 00:00:00",0,0,190,0,0,0,0,0,48,0,2041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,7,0,0,0,0,0,0
"2011-05-16 00:00:00",18,0,215,6,5,12,1,0,49,12,1892,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,19,2,0,43,49,0,0,1,7,0,3,0,0,0,0
"2011-05-17 00:00:00",0,0,154,0,0,0,0,0,36,0,1448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,10,0,0,0,0,0,0
"2011-05-18 00:00:00",13,0,218,6,9,23,1,0,52,10,2940,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,8,16,3,0,43,43,0,0,0,9,0,3,0,0,0,0
"2011-05-19 00:00:00",0,0,144,0,0,0,0,0,44,0,1941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,12,0,0,0,0,0,0
"2011-05-20 00:00:00",22,0,260,5,5,13,0,0,238,15,1305,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,8,8,1,0,45,40,0,0,0,6,0,0,0,0,0,0
"2011-05-21 00:00:00",0,0,187,0,0,0,0,0,53,0,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,12,0,0,0,0,0,0
"2011-05-22 00:00:00",18,0,131,6,4,19,0,0,26,6,890,0,0,0,0,0,0,0,0,0,0,0,0,8,5,2,0,11,10,1,0,49,16,0,0,0,5,0,5,0,0,0,0
"2011-05-23 00:00:00",0,0,342,0,0,0,0,0,59,0,1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,7,0,0,0,0,0,0
"2011-05-24 00:00:00",24,0,194,7,5,17,1,0,32,11,808,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,0,5,13,2,0,74,42,0,0,0,8,0,2,0,0,0,0
"2011-05-25 00:00:00",0,0,128,0,0,0,0,0,25,0,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,10,0,0,0,0,0,0
"2011-05-26 00:00:00",16,0,93,12,10,18,1,0,23,13,515,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,14,18,3,0,44,30,0,0,0,8,0,4,0,0,0,0
"2011-05-27 00:00:00",0,0,85,0,0,0,0,0,13,0,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,13,0,0,0,0,0,0
"2011-05-28 00:00:00",22,0,106,6,4,16,1,0,28,13,502,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1,0,11,14,5,0,42,35,0,0,0,6,0,1,0,0,0,0
"2011-05-29 00:00:00",0,0,89,0,0,0,0,0,25,0,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,13,0,0,0,0,0,0
"2011-05-30 00:00:00",19,0,100,8,7,18,4,0,28,12,572,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,10,16,2,0,61,76,0,0,0,16,0,1,0,0,0,0
"2011-05-31 00:00:00",0,0,86,0,0,0,0,0,13,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,9,0,0,0,0,0,0
"2011-06-01 00:00:00",13,0,133,6,7,17,0,1,18,7,338,0,0,0,0,0,0,0,0,0,0,0,0,10,6,3,0,10,16,6,0,70,37,0,0,0,9,0,1,0,0,0,0
"2011-06-02 00:00:00",0,0,73,0,0,0,0,0,12,0,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,8,0,0,0,0,0,0
"2011-06-03 00:00:00",22,0,68,7,5,15,0,0,19,9,285,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,7,10,0,0,45,32,0,0,0,9,0,4,0,0,0,0
"2011-06-04 00:00:00",0,0,64,0,0,0,0,0,11,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,9,0,0,0,0,0,0
"2011-06-05 00:00:00",15,0,57,5,10,17,4,0,18,11,281,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,12,11,1,43,25,0,0,0,18,0,1,0,0,0,0
"2011-06-06 00:00:00",0,0,69,0,0,0,0,0,16,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,9,0,0,0,0,0,0
"2011-06-07 00:00:00",47,0,65,4,4,11,0,0,18,9,283,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,0,4,7,1,0,70,36,0,0,0,6,0,1,0,0,0,0
"2011-06-08 00:00:00",0,0,70,0,0,0,0,0,17,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,16,0,0,0,0,0,0
"2011-06-09 00:00:00",28,1,81,4,5,25,0,2,19,11,254,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,10,15,3,0,60,35,0,0,0,7,0,2,0,0,0,0
"2011-06-10 00:00:00",0,0,68,0,0,0,0,0,19,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,12,0,0,0,0,0,0
"2011-06-11 00:00:00",43,0,63,5,8,19,0,1,12,11,257,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,7,5,3,0,51,32,0,0,0,9,0,1,0,0,0,0
"2011-06-12 00:00:00",0,0,85,0,0,0,0,0,18,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,2,0,0,0,0,0,0
"2011-06-13 00:00:00",22,0,95,6,8,12,1,1,20,12,265,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,4,13,2,0,63,61,0,0,1,6,0,2,0,0,0,0
"2011-06-14 00:00:00",0,0,84,0,0,0,0,0,15,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,6,0,0,0,0,0,0
"2011-06-15 00:00:00",14,1,81,4,9,24,0,0,16,12,201,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,4,7,6,0,66,60,0,0,0,6,0,2,0,0,0,0
"2011-06-16 00:00:00",0,0,70,0,0,0,0,0,18,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,4,0,0,0,0,0,0
"2011-06-17 00:00:00",20,1,232,3,6,19,1,0,16,13,370,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,7,16,7,0,102,40,0,0,0,6,0,1,0,0,0,0
"2011-06-18 00:00:00",0,0,90,0,0,0,0,0,10,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,17,0,0,0,0,0,0
"2011-06-19 00:00:00",24,2,73,5,7,13,0,1,17,6,216,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,7,11,2,0,75,23,0,0,0,13,0,1,0,0,0,0
